epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
131,40577,1.10088,0.89997,1.1986,0.84803,0.74717,0.84064,0.60617,0.8682,0.60859,1.09826,0.0208071,0.00693571,0.0208071,0.00693571,0.0208071,0.00693571,0.0208071,0.00693571
132,40870.2,1.09767,0.89861,1.19776,0.85034,0.74533,0.8404,0.60621,0.86796,0.60844,1.09765,0.0207364,0.00691214,0.0207364,0.00691214,0.0207364,0.00691214,0.0207364,0.00691214
133,41165.3,1.09769,0.90144,1.19985,0.84923,0.7463,0.84046,0.6065,0.86819,0.60871,1.09782,0.0206657,0.00688857,0.0206657,0.00688857,0.0206657,0.00688857,0.0206657,0.00688857
134,41463.4,1.09919,0.899,1.19855,0.85067,0.74597,0.84052,0.60687,0.86754,0.60823,1.09745,0.020595,0.006865,0.020595,0.006865,0.020595,0.006865,0.020595,0.006865
135,41759.4,1.09675,0.89763,1.19798,0.85002,0.74574,0.84032,0.60676,0.86712,0.60839,1.09732,0.0205243,0.00684143,0.0205243,0.00684143,0.0205243,0.00684143,0.0205243,0.00684143
136,42053.6,1.09818,0.89773,1.19781,0.851,0.74535,0.84026,0.60721,0.86637,0.60793,1.09643,0.0204536,0.00681786,0.0204536,0.00681786,0.0204536,0.00681786,0.0204536,0.00681786
137,42349.9,1.09635,0.89651,1.1971,0.85346,0.7434,0.84024,0.60749,0.86575,0.60806,1.09583,0.0203829,0.00679429,0.0203829,0.00679429,0.0203829,0.00679429,0.0203829,0.00679429
138,42645.1,1.09794,0.90077,1.19913,0.85537,0.74191,0.84084,0.6079,0.86482,0.60812,1.09517,0.0203121,0.00677071,0.0203121,0.00677071,0.0203121,0.00677071,0.0203121,0.00677071
139,42941.8,1.09751,0.90018,1.20028,0.85479,0.74304,0.84079,0.60807,0.86407,0.60812,1.0947,0.0202414,0.00674714,0.0202414,0.00674714,0.0202414,0.00674714,0.0202414,0.00674714
140,43241.5,1.0982,0.89974,1.1983,0.85506,0.74285,0.84095,0.60828,0.86333,0.60748,1.09444,0.0201707,0.00672357,0.0201707,0.00672357,0.0201707,0.00672357,0.0201707,0.00672357
141,43538.3,1.09671,0.89817,1.19977,0.85325,0.74423,0.8411,0.60801,0.86345,0.60735,1.09465,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067
142,43834.5,1.09617,0.89733,1.1959,0.8526,0.74591,0.84134,0.60826,0.8633,0.60678,1.09446,0.0200293,0.00667643,0.0200293,0.00667643,0.0200293,0.00667643,0.0200293,0.00667643
143,44133,1.09572,0.89677,1.19841,0.85421,0.74499,0.84152,0.60844,0.86289,0.60632,1.09438,0.0199586,0.00665286,0.0199586,0.00665286,0.0199586,0.00665286,0.0199586,0.00665286
144,44430,1.09502,0.89703,1.19787,0.85162,0.74758,0.84188,0.60873,0.86264,0.60614,1.09443,0.0198879,0.00662929,0.0198879,0.00662929,0.0198879,0.00662929,0.0198879,0.00662929
145,44728.3,1.095,0.89724,1.19766,0.85147,0.74857,0.84198,0.60873,0.86238,0.60601,1.09455,0.0198171,0.00660571,0.0198171,0.00660571,0.0198171,0.00660571,0.0198171,0.00660571
146,45026.6,1.09742,0.8964,1.19681,0.85065,0.74971,0.84207,0.60871,0.86216,0.60558,1.0944,0.0197464,0.00658214,0.0197464,0.00658214,0.0197464,0.00658214,0.0197464,0.00658214
147,45324.7,1.09553,0.89605,1.19894,0.85098,0.7491,0.84215,0.609,0.86219,0.60523,1.09455,0.0196757,0.00655857,0.0196757,0.00655857,0.0196757,0.00655857,0.0196757,0.00655857
148,45629.4,1.09396,0.89358,1.19619,0.85106,0.74893,0.84235,0.60925,0.86199,0.60461,1.0943,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
149,45927.5,1.09415,0.89486,1.19611,0.85039,0.74869,0.84237,0.60968,0.86215,0.60372,1.09439,0.0195343,0.00651143,0.0195343,0.00651143,0.0195343,0.00651143,0.0195343,0.00651143
150,46223.8,1.09587,0.89697,1.19726,0.85181,0.74839,0.8423,0.60977,0.86207,0.60374,1.09418,0.0194636,0.00648786,0.0194636,0.00648786,0.0194636,0.00648786,0.0194636,0.00648786
151,46526.6,1.09296,0.8935,1.19487,0.85236,0.74868,0.84234,0.60987,0.86193,0.60385,1.09413,0.0193929,0.00646429,0.0193929,0.00646429,0.0193929,0.00646429,0.0193929,0.00646429
152,46822.7,1.09241,0.8942,1.19567,0.85142,0.74921,0.84256,0.60999,0.86178,0.60355,1.09402,0.0193221,0.00644071,0.0193221,0.00644071,0.0193221,0.00644071,0.0193221,0.00644071
153,47119.9,1.09212,0.89156,1.19493,0.85368,0.74844,0.84264,0.61,0.86159,0.60375,1.09393,0.0192514,0.00641714,0.0192514,0.00641714,0.0192514,0.00641714,0.0192514,0.00641714
154,47419.2,1.09343,0.89283,1.19492,0.85337,0.74785,0.84245,0.61008,0.86132,0.60355,1.09368,0.0191807,0.00639357,0.0191807,0.00639357,0.0191807,0.00639357,0.0191807,0.00639357
155,47716.1,1.09125,0.89469,1.19567,0.85148,0.74925,0.84257,0.61003,0.86125,0.60326,1.09379,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637
156,48011.2,1.08993,0.89187,1.19377,0.85271,0.74868,0.84285,0.61025,0.86071,0.60338,1.09337,0.0190393,0.00634643,0.0190393,0.00634643,0.0190393,0.00634643,0.0190393,0.00634643
157,48490.6,1.08836,0.88945,1.19263,0.85133,0.74932,0.84314,0.61038,0.86058,0.60327,1.09347,0.0189686,0.00632286,0.0189686,0.00632286,0.0189686,0.00632286,0.0189686,0.00632286
158,49024.9,1.09087,0.89214,1.19491,0.8508,0.74948,0.84326,0.61032,0.86037,0.60321,1.09366,0.0188979,0.00629929,0.0188979,0.00629929,0.0188979,0.00629929,0.0188979,0.00629929
159,49434.4,1.09205,0.89255,1.19358,0.85335,0.74799,0.84321,0.61052,0.86033,0.60317,1.09368,0.0188271,0.00627571,0.0188271,0.00627571,0.0188271,0.00627571,0.0188271,0.00627571
160,49737.1,1.0909,0.89283,1.19345,0.85164,0.74959,0.84319,0.61057,0.86037,0.60318,1.09376,0.0187564,0.00625214,0.0187564,0.00625214,0.0187564,0.00625214,0.0187564,0.00625214
161,50035.3,1.09153,0.89218,1.19277,0.85148,0.75029,0.84314,0.6108,0.85972,0.60376,1.09325,0.0186857,0.00622857,0.0186857,0.00622857,0.0186857,0.00622857,0.0186857,0.00622857
162,50336.8,1.08773,0.88783,1.19279,0.85358,0.74857,0.8434,0.61076,0.85925,0.60399,1.09256,0.018615,0.006205,0.018615,0.006205,0.018615,0.006205,0.018615,0.006205
163,50635.5,1.09011,0.89027,1.19236,0.85379,0.74771,0.8431,0.61077,0.85879,0.60387,1.09234,0.0185443,0.00618143,0.0185443,0.00618143,0.0185443,0.00618143,0.0185443,0.00618143
164,50934.4,1.08764,0.88676,1.19184,0.85406,0.74776,0.84326,0.6109,0.85834,0.60339,1.09197,0.0184736,0.00615786,0.0184736,0.00615786,0.0184736,0.00615786,0.0184736,0.00615786
165,51235.3,1.08885,0.88816,1.19253,0.85517,0.74775,0.8434,0.61102,0.85857,0.60278,1.09206,0.0184029,0.00613429,0.0184029,0.00613429,0.0184029,0.00613429,0.0184029,0.00613429
166,51534.1,1.08963,0.89085,1.19232,0.85467,0.74794,0.84362,0.6112,0.8582,0.60212,1.09189,0.0183321,0.00611071,0.0183321,0.00611071,0.0183321,0.00611071,0.0183321,0.00611071
167,51834.4,1.08718,0.888,1.19145,0.85472,0.74748,0.84375,0.61115,0.85801,0.60209,1.09178,0.0182614,0.00608714,0.0182614,0.00608714,0.0182614,0.00608714,0.0182614,0.00608714
168,52136.5,1.08705,0.88601,1.19205,0.85421,0.74758,0.84371,0.61134,0.85766,0.60175,1.09152,0.0181907,0.00606357,0.0181907,0.00606357,0.0181907,0.00606357,0.0181907,0.00606357
169,52436,1.08846,0.88688,1.19295,0.85465,0.74807,0.84391,0.61145,0.85817,0.60182,1.09199,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
170,52732,1.0879,0.88708,1.19181,0.85352,0.74821,0.84395,0.61153,0.85807,0.60157,1.09182,0.0180493,0.00601643,0.0180493,0.00601643,0.0180493,0.00601643,0.0180493,0.00601643
171,53027.7,1.08886,0.88834,1.19405,0.85452,0.74811,0.84401,0.61145,0.85824,0.60156,1.09189,0.0179786,0.00599286,0.0179786,0.00599286,0.0179786,0.00599286,0.0179786,0.00599286
172,53323.4,1.08641,0.88641,1.19106,0.85435,0.74789,0.84394,0.61168,0.858,0.60151,1.09131,0.0179079,0.00596929,0.0179079,0.00596929,0.0179079,0.00596929,0.0179079,0.00596929
173,53621.7,1.08689,0.88602,1.19212,0.85553,0.74717,0.84413,0.61182,0.85795,0.60123,1.09132,0.0178371,0.00594571,0.0178371,0.00594571,0.0178371,0.00594571,0.0178371,0.00594571
174,53919.6,1.08662,0.88423,1.18997,0.85357,0.74821,0.84384,0.61156,0.85799,0.60106,1.09106,0.0177664,0.00592214,0.0177664,0.00592214,0.0177664,0.00592214,0.0177664,0.00592214
175,54217.4,1.08705,0.88403,1.19043,0.85322,0.74962,0.84413,0.6116,0.85779,0.60116,1.09097,0.0176957,0.00589857,0.0176957,0.00589857,0.0176957,0.00589857,0.0176957,0.00589857
176,54515.7,1.08519,0.88592,1.19163,0.85329,0.74871,0.84402,0.61151,0.85814,0.60094,1.09102,0.017625,0.005875,0.017625,0.005875,0.017625,0.005875,0.017625,0.005875
177,54813.5,1.086,0.88463,1.18993,0.85244,0.74939,0.84433,0.61173,0.85828,0.6009,1.09086,0.0175543,0.00585143,0.0175543,0.00585143,0.0175543,0.00585143,0.0175543,0.00585143
178,55111.3,1.08417,0.88339,1.1894,0.8521,0.74925,0.84422,0.61169,0.85832,0.60116,1.09083,0.0174836,0.00582786,0.0174836,0.00582786,0.0174836,0.00582786,0.0174836,0.00582786
179,55410,1.0834,0.88274,1.18729,0.85393,0.74884,0.84456,0.61169,0.85823,0.601,1.09064,0.0174129,0.00580429,0.0174129,0.00580429,0.0174129,0.00580429,0.0174129,0.00580429
180,55708,1.08169,0.8817,1.1878,0.8538,0.74888,0.84435,0.61158,0.85797,0.60099,1.09057,0.0173421,0.00578071,0.0173421,0.00578071,0.0173421,0.00578071,0.0173421,0.00578071
181,56004.5,1.08303,0.88469,1.18815,0.85319,0.74966,0.84423,0.6116,0.85728,0.60071,1.0903,0.0172714,0.00575714,0.0172714,0.00575714,0.0172714,0.00575714,0.0172714,0.00575714
182,56302.4,1.08302,0.88241,1.1877,0.85219,0.7508,0.84445,0.61178,0.85697,0.60055,1.09045,0.0172007,0.00573357,0.0172007,0.00573357,0.0172007,0.00573357,0.0172007,0.00573357
183,56600.6,1.08497,0.88438,1.18947,0.85205,0.75021,0.84396,0.6115,0.85686,0.60033,1.09049,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571
184,56897.1,1.08291,0.88317,1.18856,0.85524,0.74758,0.84392,0.61165,0.85606,0.60058,1.08982,0.0170593,0.00568643,0.0170593,0.00568643,0.0170593,0.00568643,0.0170593,0.00568643
185,57193.1,1.08075,0.88098,1.18823,0.85629,0.74739,0.84425,0.61187,0.85561,0.60036,1.08957,0.0169886,0.00566286,0.0169886,0.00566286,0.0169886,0.00566286,0.0169886,0.00566286
186,57491.1,1.08287,0.87987,1.18862,0.85592,0.74844,0.84431,0.61192,0.85563,0.60045,1.08967,0.0169179,0.00563929,0.0169179,0.00563929,0.0169179,0.00563929,0.0169179,0.00563929
187,57789.3,1.08276,0.88264,1.18758,0.85705,0.74627,0.84436,0.61202,0.85532,0.59997,1.08915,0.0168471,0.00561571,0.0168471,0.00561571,0.0168471,0.00561571,0.0168471,0.00561571
188,58086,1.08198,0.88079,1.18818,0.85618,0.74753,0.8444,0.61211,0.85527,0.59902,1.08925,0.0167764,0.00559214,0.0167764,0.00559214,0.0167764,0.00559214,0.0167764,0.00559214
189,58384.2,1.0804,0.88034,1.18759,0.85751,0.74721,0.84441,0.61247,0.85453,0.59871,1.08896,0.0167057,0.00556857,0.0167057,0.00556857,0.0167057,0.00556857,0.0167057,0.00556857
190,58680,1.08245,0.87773,1.18638,0.85805,0.74839,0.84464,0.61253,0.8547,0.59838,1.08884,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
191,58975.1,1.08162,0.87856,1.18836,0.85581,0.74998,0.84444,0.61252,0.85451,0.59805,1.08828,0.0165643,0.00552143,0.0165643,0.00552143,0.0165643,0.00552143,0.0165643,0.00552143
192,59270.7,1.07944,0.87697,1.18798,0.8563,0.74884,0.84436,0.61269,0.85409,0.59802,1.08808,0.0164936,0.00549786,0.0164936,0.00549786,0.0164936,0.00549786,0.0164936,0.00549786
193,59568.4,1.07623,0.87615,1.18548,0.85598,0.74891,0.8441,0.61261,0.85368,0.59792,1.08774,0.0164229,0.00547429,0.0164229,0.00547429,0.0164229,0.00547429,0.0164229,0.00547429
194,59864.1,1.08046,0.87863,1.18653,0.85559,0.74872,0.84394,0.61268,0.85371,0.59809,1.08749,0.0163521,0.00545071,0.0163521,0.00545071,0.0163521,0.00545071,0.0163521,0.00545071
195,60161.4,1.07771,0.87592,1.1855,0.85648,0.74744,0.844,0.61272,0.85364,0.59878,1.08699,0.0162814,0.00542714,0.0162814,0.00542714,0.0162814,0.00542714,0.0162814,0.00542714
196,60460,1.07903,0.87621,1.18628,0.8556,0.74822,0.84461,0.61306,0.85269,0.59865,1.08628,0.0162107,0.00540357,0.0162107,0.00540357,0.0162107,0.00540357,0.0162107,0.00540357
197,60755.6,1.07671,0.87708,1.18614,0.85611,0.74816,0.84467,0.61299,0.85277,0.59792,1.08615,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
198,61051.5,1.07736,0.87531,1.18512,0.85562,0.74844,0.84479,0.61309,0.85326,0.59759,1.0863,0.0160693,0.00535643,0.0160693,0.00535643,0.0160693,0.00535643,0.0160693,0.00535643
199,61347.5,1.07645,0.87483,1.1839,0.85531,0.74863,0.84498,0.61322,0.85376,0.59717,1.0865,0.0159986,0.00533286,0.0159986,0.00533286,0.0159986,0.00533286,0.0159986,0.00533286
200,61644.9,1.07647,0.87371,1.18399,0.85495,0.74898,0.84495,0.61334,0.85389,0.59681,1.08668,0.0159279,0.00530929,0.0159279,0.00530929,0.0159279,0.00530929,0.0159279,0.00530929
201,61948.5,1.07661,0.87729,1.18397,0.85352,0.75059,0.84514,0.61338,0.85342,0.59628,1.08648,0.0158571,0.00528571,0.0158571,0.00528571,0.0158571,0.00528571,0.0158571,0.00528571
202,62247.8,1.07831,0.87369,1.18297,0.85169,0.75306,0.84527,0.61321,0.85362,0.59567,1.08669,0.0157864,0.00526214,0.0157864,0.00526214,0.0157864,0.00526214,0.0157864,0.00526214
203,62545.7,1.07747,0.87488,1.18339,0.85265,0.7522,0.84551,0.61307,0.85381,0.59494,1.08687,0.0157157,0.00523857,0.0157157,0.00523857,0.0157157,0.00523857,0.0157157,0.00523857
204,62841.7,1.07688,0.87434,1.18263,0.85261,0.75143,0.84585,0.61319,0.85373,0.5948,1.08665,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215
205,63136.9,1.07672,0.87391,1.18335,0.85084,0.75242,0.84555,0.61314,0.85398,0.59469,1.08679,0.0155743,0.00519143,0.0155743,0.00519143,0.0155743,0.00519143,0.0155743,0.00519143
206,63430.4,1.07395,0.87159,1.18395,0.85085,0.75247,0.8456,0.61314,0.85448,0.59458,1.08707,0.0155036,0.00516786,0.0155036,0.00516786,0.0155036,0.00516786,0.0155036,0.00516786
207,63730.9,1.07446,0.87109,1.18326,0.8541,0.75064,0.84571,0.6134,0.85428,0.59449,1.08685,0.0154329,0.00514429,0.0154329,0.00514429,0.0154329,0.00514429,0.0154329,0.00514429
208,64028.8,1.07333,0.87155,1.18212,0.85458,0.75119,0.84586,0.61309,0.85424,0.59458,1.0867,0.0153621,0.00512071,0.0153621,0.00512071,0.0153621,0.00512071,0.0153621,0.00512071
209,64327.1,1.07643,0.87173,1.18361,0.85403,0.75155,0.84568,0.61304,0.85457,0.59461,1.08676,0.0152914,0.00509714,0.0152914,0.00509714,0.0152914,0.00509714,0.0152914,0.00509714
210,64623.7,1.07364,0.8715,1.18239,0.85505,0.75152,0.84614,0.6133,0.85491,0.59472,1.08704,0.0152207,0.00507357,0.0152207,0.00507357,0.0152207,0.00507357,0.0152207,0.00507357
211,64920.2,1.07287,0.87135,1.18248,0.85567,0.75108,0.8462,0.61345,0.85483,0.59468,1.08703,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
212,65215.8,1.07278,0.87127,1.18086,0.85662,0.75043,0.84598,0.61339,0.85453,0.5951,1.08683,0.0150793,0.00502643,0.0150793,0.00502643,0.0150793,0.00502643,0.0150793,0.00502643
213,65513.9,1.07289,0.87071,1.18122,0.85511,0.75249,0.84562,0.61316,0.85412,0.59509,1.08649,0.0150086,0.00500286,0.0150086,0.00500286,0.0150086,0.00500286,0.0150086,0.00500286
214,65807.6,1.07214,0.87078,1.1808,0.85285,0.75365,0.84595,0.61334,0.85463,0.59478,1.08698,0.0149379,0.00497929,0.0149379,0.00497929,0.0149379,0.00497929,0.0149379,0.00497929
215,66103,1.07126,0.86872,1.18113,0.85563,0.75175,0.84617,0.61336,0.85434,0.59467,1.08659,0.0148671,0.00495571,0.0148671,0.00495571,0.0148671,0.00495571,0.0148671,0.00495571
216,66397.2,1.07325,0.86875,1.18021,0.85577,0.75062,0.84594,0.61323,0.85412,0.59474,1.08666,0.0147964,0.00493214,0.0147964,0.00493214,0.0147964,0.00493214,0.0147964,0.00493214
217,66695.7,1.07214,0.87159,1.18266,0.85549,0.75084,0.84561,0.61364,0.85343,0.59477,1.08665,0.0147257,0.00490857,0.0147257,0.00490857,0.0147257,0.00490857,0.0147257,0.00490857
218,66993,1.06975,0.86746,1.18188,0.85652,0.75034,0.84575,0.61363,0.85344,0.59469,1.08685,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885
219,67287.3,1.07007,0.8697,1.17906,0.85461,0.75165,0.84589,0.61372,0.8533,0.59483,1.08717,0.0145843,0.00486143,0.0145843,0.00486143,0.0145843,0.00486143,0.0145843,0.00486143
220,67583.3,1.06931,0.86512,1.17846,0.85264,0.75342,0.84582,0.61382,0.85344,0.59457,1.08719,0.0145136,0.00483786,0.0145136,0.00483786,0.0145136,0.00483786,0.0145136,0.00483786
221,67877.4,1.0688,0.86609,1.17943,0.84939,0.75514,0.84587,0.61379,0.85372,0.59491,1.0872,0.0144429,0.00481429,0.0144429,0.00481429,0.0144429,0.00481429,0.0144429,0.00481429
222,68174.1,1.0686,0.86654,1.1798,0.85,0.75514,0.84588,0.61368,0.85343,0.5944,1.08709,0.0143721,0.00479071,0.0143721,0.00479071,0.0143721,0.00479071,0.0143721,0.00479071
223,68470.5,1.0684,0.86384,1.17957,0.84957,0.75492,0.84604,0.61396,0.85325,0.594,1.08734,0.0143014,0.00476714,0.0143014,0.00476714,0.0143014,0.00476714,0.0143014,0.00476714
224,68767.9,1.06921,0.86637,1.17878,0.8499,0.75478,0.84591,0.61412,0.85303,0.59377,1.08703,0.0142307,0.00474357,0.0142307,0.00474357,0.0142307,0.00474357,0.0142307,0.00474357
225,69064.6,1.06743,0.86599,1.1772,0.85117,0.7527,0.84578,0.61413,0.85254,0.59309,1.08664,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
226,69360.4,1.06762,0.86152,1.17746,0.8495,0.75419,0.84585,0.61446,0.85283,0.59269,1.08691,0.0140893,0.00469643,0.0140893,0.00469643,0.0140893,0.00469643,0.0140893,0.00469643
227,69658.9,1.06753,0.8614,1.17647,0.84607,0.75723,0.8459,0.6143,0.85254,0.59267,1.08641,0.0140186,0.00467286,0.0140186,0.00467286,0.0140186,0.00467286,0.0140186,0.00467286
228,69957.2,1.06632,0.86247,1.17641,0.84777,0.75682,0.84615,0.61437,0.85241,0.59194,1.08622,0.0139479,0.00464929,0.0139479,0.00464929,0.0139479,0.00464929,0.0139479,0.00464929
229,70251.8,1.06762,0.86242,1.17597,0.84791,0.7561,0.84638,0.61459,0.8517,0.5919,1.0857,0.0138771,0.00462571,0.0138771,0.00462571,0.0138771,0.00462571,0.0138771,0.00462571
230,70547.2,1.06515,0.86205,1.17742,0.84671,0.75718,0.84653,0.61468,0.85177,0.59152,1.08555,0.0138064,0.00460214,0.0138064,0.00460214,0.0138064,0.00460214,0.0138064,0.00460214
231,70843.2,1.0663,0.86163,1.17738,0.84886,0.75555,0.84661,0.61518,0.85139,0.59143,1.08494,0.0137357,0.00457857,0.0137357,0.00457857,0.0137357,0.00457857,0.0137357,0.00457857
232,71137.4,1.06481,0.86222,1.1756,0.85141,0.75437,0.84661,0.61516,0.85163,0.59134,1.08491,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
233,71432.6,1.06663,0.86373,1.17702,0.85141,0.75449,0.84685,0.61541,0.85106,0.59139,1.08441,0.0135943,0.00453143,0.0135943,0.00453143,0.0135943,0.00453143,0.0135943,0.00453143
234,71727.2,1.06294,0.86221,1.17566,0.85162,0.75383,0.84685,0.61575,0.85031,0.59118,1.08403,0.0135236,0.00450786,0.0135236,0.00450786,0.0135236,0.00450786,0.0135236,0.00450786
235,72023.3,1.06424,0.85962,1.17434,0.85143,0.75513,0.84723,0.61635,0.8499,0.5904,1.08373,0.0134529,0.00448429,0.0134529,0.00448429,0.0134529,0.00448429,0.0134529,0.00448429
236,72323.6,1.06483,0.86217,1.17529,0.8497,0.75578,0.8471,0.6164,0.84961,0.59037,1.08344,0.0133821,0.00446071,0.0133821,0.00446071,0.0133821,0.00446071,0.0133821,0.00446071
237,72623.7,1.06377,0.85942,1.17539,0.85065,0.75564,0.84735,0.61673,0.84892,0.58956,1.08292,0.0133114,0.00443714,0.0133114,0.00443714,0.0133114,0.00443714,0.0133114,0.00443714
238,72920.6,1.06371,0.85979,1.17506,0.85021,0.75718,0.84744,0.6166,0.84896,0.58918,1.08293,0.0132407,0.00441357,0.0132407,0.00441357,0.0132407,0.00441357,0.0132407,0.00441357
239,73219.9,1.06267,0.8591,1.1747,0.85149,0.75499,0.84773,0.61683,0.84885,0.5894,1.08304,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439
240,73516.7,1.06525,0.85968,1.17625,0.85173,0.75496,0.84799,0.61661,0.84905,0.58965,1.08329,0.0130993,0.00436643,0.0130993,0.00436643,0.0130993,0.00436643,0.0130993,0.00436643
241,73811.5,1.06193,0.85852,1.17387,0.85128,0.75601,0.84772,0.61673,0.84906,0.58947,1.08332,0.0130286,0.00434286,0.0130286,0.00434286,0.0130286,0.00434286,0.0130286,0.00434286
242,74111.1,1.05898,0.85501,1.17171,0.85257,0.75533,0.8481,0.61689,0.84841,0.5889,1.08267,0.0129579,0.00431929,0.0129579,0.00431929,0.0129579,0.00431929,0.0129579,0.00431929
243,74406.6,1.06132,0.85518,1.17314,0.85351,0.75449,0.84794,0.61688,0.84849,0.58892,1.08244,0.0128871,0.00429571,0.0128871,0.00429571,0.0128871,0.00429571,0.0128871,0.00429571
244,74703,1.06248,0.85826,1.17449,0.85281,0.75476,0.84763,0.61668,0.84884,0.58889,1.08274,0.0128164,0.00427214,0.0128164,0.00427214,0.0128164,0.00427214,0.0128164,0.00427214
245,75002.2,1.06181,0.85852,1.1725,0.85174,0.75641,0.84794,0.61677,0.84862,0.58868,1.08245,0.0127457,0.00424857,0.0127457,0.00424857,0.0127457,0.00424857,0.0127457,0.00424857
246,75300.5,1.0597,0.8555,1.17186,0.8532,0.75596,0.84795,0.61698,0.84838,0.58816,1.08229,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225
247,75597.7,1.05854,0.85397,1.17286,0.85386,0.75546,0.84796,0.61706,0.84795,0.58776,1.08215,0.0126043,0.00420143,0.0126043,0.00420143,0.0126043,0.00420143,0.0126043,0.00420143
248,75893.2,1.06081,0.85519,1.17331,0.85311,0.75514,0.84772,0.61732,0.8478,0.58716,1.08228,0.0125336,0.00417786,0.0125336,0.00417786,0.0125336,0.00417786,0.0125336,0.00417786
249,76188.6,1.05813,0.85325,1.17192,0.85223,0.75495,0.84777,0.61747,0.84751,0.586,1.08211,0.0124629,0.00415429,0.0124629,0.00415429,0.0124629,0.00415429,0.0124629,0.00415429
250,76483.8,1.0591,0.85271,1.17166,0.85359,0.75526,0.84813,0.61761,0.84707,0.58507,1.08192,0.0123921,0.00413071,0.0123921,0.00413071,0.0123921,0.00413071,0.0123921,0.00413071
251,76780.6,1.05958,0.85446,1.17154,0.85461,0.75465,0.84815,0.61738,0.84726,0.5845,1.08186,0.0123214,0.00410714,0.0123214,0.00410714,0.0123214,0.00410714,0.0123214,0.00410714
252,77076.6,1.05908,0.85369,1.17163,0.85649,0.75342,0.84825,0.61756,0.84717,0.58398,1.08191,0.0122507,0.00408357,0.0122507,0.00408357,0.0122507,0.00408357,0.0122507,0.00408357
253,77373.4,1.05525,0.85179,1.16957,0.85521,0.75447,0.84828,0.61766,0.84696,0.58388,1.08143,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
254,77672.1,1.05668,0.85113,1.1708,0.85599,0.75351,0.84825,0.61796,0.84693,0.58413,1.08114,0.0121093,0.00403643,0.0121093,0.00403643,0.0121093,0.00403643,0.0121093,0.00403643
255,77971,1.05638,0.85167,1.1692,0.85803,0.75333,0.84811,0.61781,0.84658,0.58361,1.08082,0.0120386,0.00401286,0.0120386,0.00401286,0.0120386,0.00401286,0.0120386,0.00401286
256,78268.1,1.05544,0.85304,1.17011,0.85746,0.75309,0.84802,0.61816,0.84581,0.58363,1.08052,0.0119679,0.00398929,0.0119679,0.00398929,0.0119679,0.00398929,0.0119679,0.00398929
257,78559.9,1.05667,0.85215,1.17044,0.85697,0.75282,0.84815,0.61832,0.84554,0.58346,1.08028,0.0118971,0.00396571,0.0118971,0.00396571,0.0118971,0.00396571,0.0118971,0.00396571
258,78854.7,1.05357,0.85191,1.16779,0.85677,0.75268,0.8482,0.61841,0.84501,0.58341,1.0797,0.0118264,0.00394214,0.0118264,0.00394214,0.0118264,0.00394214,0.0118264,0.00394214
259,79149.5,1.05394,0.84702,1.16897,0.85752,0.75295,0.84844,0.61855,0.84464,0.58336,1.07933,0.0117557,0.00391857,0.0117557,0.00391857,0.0117557,0.00391857,0.0117557,0.00391857
260,79444.2,1.05503,0.84897,1.1688,0.85675,0.75329,0.84872,0.61894,0.84418,0.58318,1.07873,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895
261,79738.4,1.05296,0.84827,1.16858,0.85708,0.75342,0.84904,0.61923,0.84337,0.5829,1.07787,0.0116143,0.00387143,0.0116143,0.00387143,0.0116143,0.00387143,0.0116143,0.00387143
262,80033.3,1.05549,0.84915,1.16882,0.85788,0.75288,0.84903,0.61951,0.84289,0.58251,1.07746,0.0115436,0.00384786,0.0115436,0.00384786,0.0115436,0.00384786,0.0115436,0.00384786
263,80329.7,1.05297,0.84677,1.16923,0.85543,0.75501,0.84891,0.6198,0.84303,0.58183,1.07742,0.0114729,0.00382429,0.0114729,0.00382429,0.0114729,0.00382429,0.0114729,0.00382429
